customer_id,churn_score,uplift_score,quadrant_label,recommended_action,execution_timestamp
5445-GLVOT,0.6633,0.0856,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6682-QJDGB,0.3254,0.1053,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9917-KWRBE,0.2219,0.112,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7196-LIWRH,0.0797,0.0023,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3351-NQLDI,0.1075,0.0879,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8896-BQTTI,0.668,0.2285,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1173-NOEYG,0.8324,0.1251,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9158-VCTQB,0.5463,-0.0058,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9101-NTIXF,0.6499,0.019,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4647-MUZON,0.857,0.1731,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
3797-FKOGQ,0.8632,0.1783,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
6034-YMTOB,0.858,0.0258,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5751-USDBL,0.0694,0.0224,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7746-QYVCO,0.3533,0.0772,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5178-LMXOP,0.9046,0.0105,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2361-FJWNO,0.0911,0.0762,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3518-PZXZQ,0.8021,0.0439,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0197-PNKNK,0.1131,0.0623,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9878-TNQGW,0.8969,0.0379,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3243-ZHOHY,0.1553,0.0596,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4927-WWOOZ,0.9031,0.0382,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8232-CTLKO,0.0692,-0.0041,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0541-FITGH,0.8262,0.0269,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5917-HBSDW,0.2649,0.0266,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7925-PNRGI,0.4092,0.2291,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2479-BRAMR,0.4971,0.2027,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2904-GGUAZ,0.0736,-0.0173,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1866-ZSLJM,0.4046,0.1289,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4640-UHDOS,0.7433,0.0546,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6490-FGZAT,0.4664,0.187,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
9046-JBFWA,0.2383,0.0589,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3647-GMGDH,0.752,0.1982,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1307-TVUFB,0.678,0.0281,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1098-TDVUQ,0.6159,0.1146,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1219-NNDDO,0.878,0.0702,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0196-JTUQI,0.8354,0.1361,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3181-MIZBN,0.3498,0.0584,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7318-EIVKO,0.8039,0.1051,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0867-MKZVY,0.8281,0.1297,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7274-RTAPZ,0.906,0.0885,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9819-FBNSV,0.6581,0.0354,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0925-VYDLG,0.8984,0.0589,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8461-EFQYM,0.114,0.0426,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3170-NMYVV,0.0691,-0.0331,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1017-FBQMM,0.1209,0.1952,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
0823-HSCDJ,0.4873,0.0562,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8706-HRADD,0.5232,0.1308,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2055-SIFSS,0.2508,0.1175,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6976-BWGLQ,0.0706,-0.0016,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3445-HXXGF,0.2983,0.0932,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3623-FQBOX,0.3273,0.1446,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2073-QBVBI,0.0922,0.0896,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6609-MXJHJ,0.0683,0.0103,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6772-KSATR,0.8856,0.1536,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
6365-HITVU,0.064,-0.0345,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5442-UTCVD,0.8903,0.0005,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3863-QSTYI,0.3057,0.2486,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
8063-GBATB,0.8278,0.1127,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9924-JPRMC,0.0704,0.0436,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5321-NTRKC,0.068,-0.003,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3571-RFHAR,0.4596,0.2842,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2030-BTZRO,0.0782,0.0075,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3221-CJMSG,0.4098,0.0824,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9897-KXHCM,0.8903,0.0499,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1574-DYCWE,0.0777,0.02,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1187-WILMM,0.0706,0.0144,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1843-TLSGD,0.0723,0.0507,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1567-DSCIC,0.9105,-0.1011,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
3002-WQZWT,0.7265,0.0979,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2637-FKFSY,0.7401,0.0429,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7878-RTCZG,0.5754,0.2553,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2522-WLNSF,0.2786,0.1186,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2606-RMDHZ,0.632,0.0784,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7718-UPSKJ,0.1011,0.0882,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9576-ANLXO,0.893,0.0493,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2371-JUNGC,0.3859,0.1274,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9415-TPKRV,0.7289,0.0411,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5473-KHBPS,0.2964,0.1594,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1853-ARAAQ,0.5433,0.1387,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8257-RZAHR,0.714,0.0981,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5982-XMDEX,0.0794,-0.0035,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6139-ZZRBQ,0.0667,-0.0743,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
8676-TRMJS,0.8723,0.0363,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1448-CYWKC,0.1844,0.1699,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
0742-MOABM,0.6533,0.0502,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3507-GASNP,0.0737,-0.0239,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8399-YNDCH,0.6634,0.0976,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7188-CBBBA,0.1225,0.0305,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5799-JRCZO,0.0718,-0.0191,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1535-VTJOQ,0.0694,-0.0385,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7821-DPRQE,0.3915,0.1413,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5707-ZMDJP,0.0705,0.0167,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8107-KNCIM,0.8792,0.0809,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6986-IJDHX,0.6064,0.1666,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
5474-LAMUQ,0.1192,0.1083,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5232-NXPAY,0.0694,-0.0192,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6591-QGOYB,0.5643,0.0189,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0988-JRWWP,0.8166,0.0979,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6979-ZNSFF,0.8923,0.0151,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4971-PUYQO,0.8728,0.1214,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6578-KRMAW,0.7351,0.1319,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9357-UJRUN,0.3773,0.0674,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2243-FNMMI,0.3019,0.0888,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0447-RXSGD,0.8243,0.1363,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5577-OTWWW,0.329,0.0695,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1452-VOQCH,0.8893,0.1828,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1907-YLNYW,0.8358,0.1356,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3597-YASZG,0.0717,-0.0217,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4702-HDRKD,0.0769,0.0282,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4929-BSTRX,0.822,0.0409,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5934-TSSAU,0.8501,0.0761,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5712-VBOXD,0.5229,0.1972,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
0129-KPTWJ,0.4191,-0.0112,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6849-OYAMU,0.3164,0.1714,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1839-FBNFR,0.0769,-0.024,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2514-GINMM,0.8914,0.1116,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7921-BEPCI,0.0659,-0.0343,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7636-OWBPG,0.5385,0.0609,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1839-UMACK,0.0922,0.0227,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9444-JTXHZ,0.8928,0.123,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5902-WBLSE,0.0712,0.0228,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1612-EOHDH,0.7602,0.0528,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5346-BZCHP,0.0813,0.0489,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2011-TRQYE,0.5447,0.0613,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
7564-GHCVB,0.0723,0.0124,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9258-CNWAC,0.0676,0.0441,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8945-MUQUF,0.333,0.0917,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4704-ERYFC,0.8487,0.0621,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3346-BRMIS,0.8161,0.0117,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9696-RMYBA,0.8884,0.0404,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9931-DCEZH,0.2072,0.059,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1166-PQLGG,0.0759,0.0177,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1156-ZFYDO,0.5946,0.0177,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2558-BUOZZ,0.189,0.1344,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8469-SNFFH,0.0875,0.0793,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9992-UJOEL,0.8484,0.053,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9473-CBZOP,0.219,0.1216,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1705-GUHPV,0.0831,0.0228,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2995-YWTCD,0.0693,-0.0258,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9206-GVPEQ,0.7212,0.1841,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
3891-NLXJB,0.0664,-0.0392,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1320-REHCS,0.8138,-0.0247,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0422-OHQHQ,0.1714,0.0588,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6457-GIRWB,0.8933,0.0944,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8148-WOCMK,0.0823,-0.0032,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7011-CVEUC,0.7456,0.2009,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
7379-FNIUJ,0.9062,-0.0603,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
6464-KEXXH,0.5072,0.1217,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9239-ZBZZV,0.8138,-0.0342,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0356-OBMAC,0.0964,-0.0121,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0040-HALCW,0.0772,0.002,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7675-OZCZG,0.8279,-0.0314,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
2737-WFVYW,0.845,0.0623,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4652-ODEVH,0.0719,-0.02,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
2253-KPMNB,0.065,-0.047,Do-Not-Disturb,Strictly Suppress - Outreach Triggers Subscription Cancellation,2026-09-07T01:43:36.498156
9691-HKOVS,0.114,-0.0342,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3785-KTYSH,0.0759,0.0021,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
5789-LDFXO,0.1002,0.0145,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
0136-IFMYD,0.0788,0.0585,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7621-VPNET,0.626,0.1004,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0019-EFAEP,0.0759,0.0199,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8901-HJXTF,0.5138,0.1728,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
5980-BDHPY,0.064,-0.0,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
9488-HGMJH,0.8988,0.018,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6196-HBOBZ,0.0739,-0.0183,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7916-VCCPB,0.8531,0.0793,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6131-JLWZM,0.3951,0.1501,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
7508-MYBOG,0.8587,0.1062,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0042-RLHYP,0.0804,0.0067,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6906-ANDWJ,0.8342,0.1362,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4546-FOKWR,0.81,0.1012,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6576-FBXOJ,0.2325,0.1061,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6362-QHAFM,0.3498,0.2366,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
9350-VLHMB,0.6603,-0.0006,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
4813-HQMGZ,0.887,0.022,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
8099-MZPUJ,0.0881,0.0307,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8008-OTEZX,0.0999,0.0646,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
4846-WHAFZ,0.7822,0.0606,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
1734-ZMNTZ,0.0792,0.0854,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1751-NCDLI,0.8573,0.0792,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9746-YKGXB,0.0951,0.0572,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
7446-YPODE,0.7145,0.0727,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5590-BYNII,0.8346,0.0961,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5278-PNYOX,0.0831,0.0366,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
3898-GUYTS,0.7868,0.0338,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
3658-QQJYD,0.106,0.0794,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
1465-WCZVT,0.408,0.1624,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
2581-VKIRT,0.0869,0.127,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8766-PAFNE,0.064,-0.0006,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8868-GAGIO,0.5076,0.1497,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
1699-TLDLZ,0.0737,0.0012,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
6358-LYNGM,0.8892,0.1828,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
4193-IBKSW,0.067,0.0131,Sure Thing,Suppress Offer - High Organic Retention (Avoid Cannibalization),2026-09-07T01:43:36.498156
8622-ZLFKO,0.9011,0.0027,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
6910-HADCM,0.8916,0.1194,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9895-VFOXH,0.6423,0.207,Persuadable,Target with 10% Promotional Retention Discount,2026-09-07T01:43:36.498156
6086-ESGRL,0.8732,0.1048,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
9584-EXCDZ,0.8173,0.1166,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
0856-NAOES,0.7532,-0.0288,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
5651-CPDND,0.6199,0.0604,Lost Cause,Suppress Offer - Inelastic Churn Risk (Avoid Wasted Spend),2026-09-07T01:43:36.498156
